Economy,ADB Country Code,Sector,Country 2018 GDP,Scenario,as % of total GDP, in $ Mn ,Employment (in 000),as % of sector GDP,as % of sector employment
Sri Lanka,SRI,Transport services,88900.77086,"Additional impact under Longer containment, larger demand shock",-0.48, 428.34 ,21,-4.25,-4.25
Sri Lanka,SRI,_All,88900.77086,"Additional impact under Longer containment, larger demand shock",-4.72," 4,191.87 ",395,-4.72,-4.57
Pakistan,PAK,"Agriculture, Mining and Quarrying",314588.2105,"Additional impact under Longer containment, larger demand shock",-1.28," 4,036.00 ",1480,-4.79,-4.77
Pakistan,PAK,"Business, Trade, Personal, and Public Services",314588.2105,"Additional impact under Longer containment, larger demand shock",-2.31," 7,254.34 ",885,-5.44,-5.48
Pakistan,PAK,Hotel and restaurants and Other Personal Services,314588.2105,"Additional impact under Longer containment, larger demand shock",-0.24, 753.17 ,80,-5.40,-5.40
Pakistan,PAK,"Light/Heavy Manufacturing, Utilities, and Construction",314588.2105,"Additional impact under Longer containment, larger demand shock",-0.85," 2,660.37 ",480,-5.01,-5.43
Pakistan,PAK,Transport services,314588.2105,"Additional impact under Longer containment, larger demand shock",-0.51," 1,595.97 ",85,-5.32,-5.22
Pakistan,PAK,_All,314588.2105,"Additional impact under Longer containment, larger demand shock",-5.18," 16,299.86 ",3012,-5.18,-5.09
Fiji,FIJ,"Agriculture, Mining and Quarrying",5536.759659,"Additional impact under Longer containment, larger demand shock",-0.49, 27.02 ,7,-4.32,-4.23
Fiji,FIJ,"Business, Trade, Personal, and Public Services",5536.759659,"Additional impact under Longer containment, larger demand shock",-2.73, 151.18 ,5,-4.89,-4.76
Fiji,FIJ,Hotel and restaurants and Other Personal Services,5536.759659,"Additional impact under Longer containment, larger demand shock",-0.03, 1.46 ,0,-0.35,-1.57
Fiji,FIJ,"Light/Heavy Manufacturing, Utilities, and Construction",5536.759659,"Additional impact under Longer containment, larger demand shock",-0.69, 38.39 ,2,-4.05,-4.44
Fiji,FIJ,Transport services,5536.759659,"Additional impact under Longer containment, larger demand shock",-0.11, 6.30 ,0,-1.37,-1.64
Fiji,FIJ,_All,5536.759659,"Additional impact under Longer containment, larger demand shock",-4.05, 224.34 ,14,-4.05,-4.26
Lao People's Democratic Republic,LAO,"Agriculture, Mining and Quarrying",17953.78642,"Additional impact under Longer containment, larger demand shock",-0.74, 132.69 ,75,-2.99,-3.65
Lao People's Democratic Republic,LAO,"Business, Trade, Personal, and Public Services",17953.78642,"Additional impact under Longer containment, larger demand shock",-1.79, 320.71 ,45,-4.39,-4.24
Lao People's Democratic Republic,LAO,Hotel and restaurants and Other Personal Services,17953.78642,"Additional impact under Longer containment, larger demand shock",-0.22, 39.31 ,5,-4.70,-4.70
Lao People's Democratic Republic,LAO,"Light/Heavy Manufacturing, Utilities, and Construction",17953.78642,"Additional impact under Longer containment, larger demand shock",-0.68, 121.84 ,23,-2.39,-3.51
Lao People's Democratic Republic,LAO,Transport services,17953.78642,"Additional impact under Longer containment, larger demand shock",-0.05, 8.68 ,4,-3.13,-3.31
Lao People's Democratic Republic,LAO,_All,17953.78642,"Additional impact under Longer containment, larger demand shock",-3.47, 623.25 ,151,-3.47,-3.80
Brunei Darussalam,BRU,"Agriculture, Mining and Quarrying",13567.35118,"Additional impact under Longer containment, larger demand shock",-0.76, 102.98 ,4,-1.65,-3.92
Brunei Darussalam,BRU,"Business, Trade, Personal, and Public Services",13567.35118,"Additional impact under Longer containment, larger demand shock",-1.43, 193.92 ,2,-4.32,-4.07
Brunei Darussalam,BRU,Hotel and restaurants and Other Personal Services,13567.35118,"Additional impact under Longer containment, larger demand shock",-0.06, 8.58 ,0,-3.19,-3.21
Brunei Darussalam,BRU,"Light/Heavy Manufacturing, Utilities, and Construction",13567.35118,"Additional impact under Longer containment, larger demand shock",-0.31, 42.30 ,1,-1.80,-3.74
Brunei Darussalam,BRU,Transport services,13567.35118,"Additional impact under Longer containment, larger demand shock",-0.01, 1.96 ,0,-0.88,-1.10
Brunei Darussalam,BRU,_All,13567.35118,"Additional impact under Longer containment, larger demand shock",-2.58, 349.74 ,8,-2.58,-3.83
Bhutan,BHU,"Agriculture, Mining and Quarrying",2534.965163,"Additional impact under Longer containment, larger demand shock",-0.95, 24.04 ,12,-4.17,-4.44
Bhutan,BHU,"Business, Trade, Personal, and Public Services",2534.965163,"Additional impact under Longer containment, larger demand shock",-1.37, 34.76 ,6,-4.76,-4.50
Bhutan,BHU,Hotel and restaurants and Other Personal Services,2534.965163,"Additional impact under Longer containment, larger demand shock",-0.05, 1.15 ,0,-1.71,-2.61
Bhutan,BHU,"Light/Heavy Manufacturing, Utilities, and Construction",2534.965163,"Additional impact under Longer containment, larger demand shock",-1.59, 40.29 ,3,-4.15,-4.51
Bhutan,BHU,Transport services,2534.965163,"Additional impact under Longer containment, larger demand shock",-0.29, 7.44 ,1,-3.91,-3.63
Bhutan,BHU,_All,2534.965163,"Additional impact under Longer containment, larger demand shock",-4.25, 107.69 ,21,-4.25,-4.39
Kyrgyz Republic,KGZ,"Agriculture, Mining and Quarrying",8092.836609,"Additional impact under Longer containment, larger demand shock",-0.60, 48.84 ,54,-3.73,-3.86
Kyrgyz Republic,KGZ,"Business, Trade, Personal, and Public Services",8092.836609,"Additional impact under Longer containment, larger demand shock",-2.35, 189.95 ,36,-4.86,-4.77
Kyrgyz Republic,KGZ,Hotel and restaurants and Other Personal Services,8092.836609,"Additional impact under Longer containment, larger demand shock",-0.21, 16.93 ,4,-5.34,-5.42
Kyrgyz Republic,KGZ,"Light/Heavy Manufacturing, Utilities, and Construction",8092.836609,"Additional impact under Longer containment, larger demand shock",-1.02, 82.81 ,16,-3.80,-3.76
Kyrgyz Republic,KGZ,Transport services,8092.836609,"Additional impact under Longer containment, larger demand shock",-0.17, 13.63 ,3,-3.63,-3.63
Kyrgyz Republic,KGZ,_All,8092.836609,"Additional impact under Longer containment, larger demand shock",-4.35, 352.16 ,112,-4.35,-4.13
Cambodia,CAM,"Agriculture, Mining and Quarrying",24542.47406,"Additional impact under Longer containment, larger demand shock",-0.92, 226.75 ,190,-3.60,-3.59
Cambodia,CAM,"Business, Trade, Personal, and Public Services",24542.47406,"Additional impact under Longer containment, larger demand shock",-0.97, 238.13 ,105,-3.50,-3.74
Cambodia,CAM,Hotel and restaurants and Other Personal Services,24542.47406,"Additional impact under Longer containment, larger demand shock",-0.23, 55.48 ,9,-2.80,-3.28
Cambodia,CAM,"Light/Heavy Manufacturing, Utilities, and Construction",24542.47406,"Additional impact under Longer containment, larger demand shock",-0.99, 244.13 ,54,-3.04,-3.72
Cambodia,CAM,Transport services,24542.47406,"Additional impact under Longer containment, larger demand shock",-0.16, 38.43 ,1,-2.69,-2.69
Cambodia,CAM,_All,24542.47406,"Additional impact under Longer containment, larger demand shock",-3.27, 802.92 ,358,-3.27,-3.64
Maldives,MLD,"Agriculture, Mining and Quarrying",5327.45715,"Additional impact under Longer containment, larger demand shock",-0.06, 3.13 ,2,-2.32,-2.32
Maldives,MLD,"Business, Trade, Personal, and Public Services",5327.45715,"Additional impact under Longer containment, larger demand shock",-1.28, 68.04 ,2,-3.88,-3.68
Maldives,MLD,Hotel and restaurants and Other Personal Services,5327.45715,"Additional impact under Longer containment, larger demand shock",-0.08, 4.46 ,0,-0.38,-0.76
Maldives,MLD,"Light/Heavy Manufacturing, Utilities, and Construction",5327.45715,"Additional impact under Longer containment, larger demand shock",-1.55, 82.83 ,1,-4.16,-3.89
Maldives,MLD,Transport services,5327.45715,"Additional impact under Longer containment, larger demand shock",-0.08, 4.05 ,0,-1.53,-1.45
Maldives,MLD,_All,5327.45715,"Additional impact under Longer containment, larger demand shock",-3.05, 162.51 ,5,-3.05,-2.87
Nepal,NEP,"Agriculture, Mining and Quarrying",29040.39898,"Additional impact under Longer containment, larger demand shock",-1.41, 409.20 ,444,-4.59,-4.60
Nepal,NEP,"Business, Trade, Personal, and Public Services",29040.39898,"Additional impact under Longer containment, larger demand shock",-2.20, 638.02 ,275,-5.09,-4.96
Nepal,NEP,Hotel and restaurants and Other Personal Services,29040.39898,"Additional impact under Longer containment, larger demand shock",-0.20, 58.79 ,22,-4.28,-4.37
Nepal,NEP,"Light/Heavy Manufacturing, Utilities, and Construction",29040.39898,"Additional impact under Longer containment, larger demand shock",-0.74, 214.80 ,142,-5.10,-4.83
Nepal,NEP,Transport services,29040.39898,"Additional impact under Longer containment, larger demand shock",-0.32, 92.70 ,14,-4.62,-3.23
Nepal,NEP,_All,29040.39898,"Additional impact under Longer containment, larger demand shock",-4.87," 1,413.50 ",898,-4.87,-4.70
Singapore,SIN,"Agriculture, Mining and Quarrying",364156.6578,"Additional impact under Longer containment, larger demand shock",0.00, 2.51 ,0,-2.77,-2.77
Singapore,SIN,"Business, Trade, Personal, and Public Services",364156.6578,"Additional impact under Longer containment, larger demand shock",-1.47," 5,352.90 ",66,-2.37,-2.44
Singapore,SIN,Hotel and restaurants and Other Personal Services,364156.6578,"Additional impact under Longer containment, larger demand shock",-0.25, 904.45 ,20,-4.99,-4.85
Singapore,SIN,"Light/Heavy Manufacturing, Utilities, and Construction",364156.6578,"Additional impact under Longer containment, larger demand shock",-0.46," 1,677.67 ",14,-1.76,-2.10
Singapore,SIN,Transport services,364156.6578,"Additional impact under Longer containment, larger demand shock",-0.08, 298.09 ,4,-1.19,-1.19
Singapore,SIN,_All,364156.6578,"Additional impact under Longer containment, larger demand shock",-2.26," 8,235.62 ",105,-2.26,-2.52
"Hong Kong, China",HKG,"Agriculture, Mining and Quarrying",362682.0182,"Additional impact under Longer containment, larger demand shock",0.00, 8.46 ,0,-3.44,-3.44
"Hong Kong, China",HKG,"Business, Trade, Personal, and Public Services",362682.0182,"Additional impact under Longer containment, larger demand shock",-2.28," 8,251.29 ",77,-2.85,-3.21
"Hong Kong, China",HKG,Hotel and restaurants and Other Personal Services,362682.0182,"Additional impact under Longer containment, larger demand shock",-0.27, 983.34 ,39,-3.87,-4.15
"Hong Kong, China",HKG,"Light/Heavy Manufacturing, Utilities, and Construction",362682.0182,"Additional impact under Longer containment, larger demand shock",-0.37," 1,331.62 ",27,-4.88,-4.64
"Hong Kong, China",HKG,Transport services,362682.0182,"Additional impact under Longer containment, larger demand shock",-0.09, 324.16 ,5,-1.58,-1.57
"Hong Kong, China",HKG,_All,362682.0182,"Additional impact under Longer containment, larger demand shock",-3.01," 10,898.86 ",148,-3.01,-3.48
People's Republic of China,PRC,"Shorter containment, smaller demand shock",13608151.86,"Additional impact under Shorter containment, smaller demand shock",-4.62," 628,048.51 ",na,-4.62,na
Indonesia,INO,"Shorter containment, smaller demand shock",1042173.301,"Additional impact under Shorter containment, smaller demand shock",-0.48," 4,976.82 ",na,-0.48,na
India,IND,"Shorter containment, smaller demand shock",2718732.231,"Additional impact under Shorter containment, smaller demand shock",-0.24," 6,582.28 ",na,-0.24,na
Republic of Korea,KOR,"Shorter containment, smaller demand shock",1619423.701,"Additional impact under Shorter containment, smaller demand shock",-2.25," 36,386.90 ",na,-2.25,na
"Taipei,China",TAP,"Shorter containment, smaller demand shock",608186,"Additional impact under Shorter containment, smaller demand shock",-1.42," 8,626.39 ",na,-1.42,na
Bangladesh,BAN,"Shorter containment, smaller demand shock",274024.959,"Additional impact under Shorter containment, smaller demand shock",-0.18, 491.26 ,na,-0.18,na
Malaysia,MAL,"Shorter containment, smaller demand shock",358581.9434,"Additional impact under Shorter containment, smaller demand shock",-1.11," 3,975.62 ",na,-1.11,na
Philippines,PHI,"Shorter containment, smaller demand shock",330910.3436,"Additional impact under Shorter containment, smaller demand shock",-0.79," 2,616.06 ",na,-0.79,na
Thailand,THA,"Shorter containment, smaller demand shock",504992.7577,"Additional impact under Shorter containment, smaller demand shock",-2.31," 11,640.81 ",na,-2.31,na
Viet Nam,VIE,"Shorter containment, smaller demand shock",245213.6864,"Additional impact under Shorter containment, smaller demand shock",-1.43," 3,505.01 ",na,-1.43,na
Kazakhstan,KAZ,"Shorter containment, smaller demand shock",179339.9949,"Additional impact under Shorter containment, smaller demand shock",-0.95," 1,712.19 ",na,-0.95,na
Mongolia,MON,"Shorter containment, smaller demand shock",13066.74914,"Additional impact under Shorter containment, smaller demand shock",-1.96, 256.61 ,na,-1.96,na
Sri Lanka,SRI,"Shorter containment, smaller demand shock",88900.77086,"Additional impact under Shorter containment, smaller demand shock",-1.68," 1,492.79 ",na,-1.68,na
